LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC%,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
Pipbet1_1,Fomitopsis betulina,Pipbet1_1,251,42863829,1813,1862630,104184,170772.23,41,290402,140,91805,53.75,0,1,8
Pipcy3_1,Piptocephalis cylindrospora,Pipcy3_1,1381,10748607,2001,58437,5201,7783.21,282,11086,971,3363,51.20,0,0,0
Piptie1,Piptocephalis tieghemiana,Piptie1,214,18550337,3390,391125,65707,86683.82,48,131529,143,43734,51.71,0,0,0
PirE2_1,Piromyces sp.,PirE2_1,1656,71019055,2000,835036,5809,42885.90,143,144455,530,28633,13.15,0,5,1
Pirfi3,Piromyces finnis,Pirfi3,232,56455805,7030,2625575,38749,243343.99,25,749539,82,184885,21.18,0,0,2
Pirin1,Serendipita indica,Pirin1,1884,24979981,1000,254007,2019,13259.01,133,51544,603,6453,50.25,0,3,1
Pismi2,Pisolithus microcarpus,Pismi2,151,77250852,9147,5234717,168871,511595.05,16,1409943,67,233796,49.05,1,11,13
Pisti2,Pisolithus tinctorius,Pisti2,224,92528219,4393,6752466,108235,413072.41,17,1374859,85,200541,49.10,0,11,8
Pleav1,Halojulella avicenniae,Pleav1,104,40969476,1016,8300228,5412,393937.27,4,4390211,10,1393978,46.41,3,11,6
Plecto1,Xylariales sp.,Plecto1,37,39995810,1087,4723495,119367,1080967.84,5,3265619,12,1279651,50.31,0,0,1
Pleery1,Pleurotus eryngii,Pleery1,609,44606964,1001,1223989,17571,73246.25,54,241626,208,51473,48.04,0,7,2
Plemel1,Plectania melastoma,Plemel1,175,92513795,1123,3550636,240281,528650.26,23,1356569,69,467812,47.16,11,47,25
PleosPC15_2,Pleurotus ostreatus,PleosPC15_2,12,34343005,280724,4830258,2879239,2861917.08,5,3270165,10,1880400,50.95,8,12,8
PlePMI138_1,Pleosporaceae sp.,PlePMI138_1,120,39188540,1566,2679432,76067,326571.17,12,1264910,38,217208,50.20,1,2,10
Plesi1,Pleomassaria siparia,Plesi1,193,43176591,1034,4558380,4871,223712.91,8,1889306,25,535925,46.76,0,5,2
Plicr1,Plicaturopsis crispa,Plicr1,316,34498416,2001,4119651,2781,109172.20,7,1834389,22,393414,51.93,0,4,3
Plucer1,Pluteus cervinus,Plucer1,1887,52193021,1000,2181652,6170,27659.26,119,102970,646,13474,46.53,0,7,3
Pneca1,Pneumocystis carinii,Pneca1,62,7661456,1125,635418,3490,123571.87,7,465149,15,281867,27.76,1,5,4
Pnejir1,Pneumocystis jirovecii,Pnejir1,70,8396240,2237,635195,7306,119946.29,8,454558,17,269959,28.66,0,4,3
PnitS608_1,Phycomyces nitens,PnitS608_1,184,37678874,1137,1492792,66061,204776.49,22,584323,70,149153,39.31,0,0,1
Pocchl1,Pochonia chlamydosporia,Pocchl1,49,44215803,1745,8615222,97483,902363.33,4,5359152,11,703855,49.49,0,1,4
Podan3,Podospora anserina,Podan3,7,35010595,3808395,8813524,4264132,5001513.57,3,4734292,7,3808395,51.79,0,1,2
Polagg1_1,Polychytrium aggregatum,Polagg1_1,461,64917104,1426,1620700,44236,140818.01,41,389128,206,54951,57.30,0,5,2
Polar1,Polyporus arcularius,Polar1,2540,43452342,1000,307382,5198,17107.22,244,48819,1071,7600,57.02,0,2,9
Polbr1,Polyporus brumalis,Polbr1,621,45718511,1013,1624028,5710,73620.79,34,360043,147,69859,56.27,0,2,0
Polci1,Polychaeton citri,Polci1,416,27207581,1002,882825,4043,65402.84,30,280913,102,73026,51.52,0,5,2
Polfu1,Polyplosphaeria fusca,Polfu1,468,37009770,1002,868073,38293,79080.71,58,180826,209,45022,53.13,0,3,1
Polhy1,Polytolypa hystricis,Polhy1,641,34692036,1000,685179,20856,54121.74,79,135694,267,34301,45.62,0,3,2
Polsqu1,Cerioporus squamosus,Polsqu1,1227,55468683,1052,1132433,17092,45206.75,99,148009,670,15709,57.27,0,1,5
Porchr1,Porodaedalea chrysoloma,Porchr1,496,44689624,1002,3056008,5535,90100.05,25,548633,87,100945,46.30,0,3,1
Pornie1_2,Porodaedalea niemelaei,Pornie1_2,951,53340173,1072,904158,21668,56088.51,91,143259,536,19426,49.83,0,0,5
Pospl1,Postia placenta,Pospl1,1243,90927236,1001,1539559,10815,73151.44,85,322842,336,40385,40.84,0,9,9
PosplRSB12_1,Postia placenta,PosplRSB12_1,549,42453726,2002,4334814,2611,77329.19,8,2104516,21,626331,50.50,0,7,9
Powhir1,Powellomyces hirtus,Powhir1,85,29428253,1060,2117414,34526,346214.74,10,1016081,28,378224,51.50,1,2,24
Proin1,Protomyces inouyei,Proin1,1535,12201973,300,167947,866,7949.17,101,36687,369,6221,51.15,0,6,11
Prola1,Protomyces lactucae-debilis,Prola1,44,12928838,1859,872887,213894,293837.23,10,565986,25,205065,51.24,0,0,19
Pse03VT05_1,Pseudogymnoascus sp.,Pse03VT05_1,856,33292581,522,361480,10645,38893.20,94,115508,330,22331,49.09,0,1,7
Psean1_1,Moesziomyces antarcticus,Psean1_1,27,18065590,3972,2384790,534231,669095.93,7,730470,20,469953,60.28,1,6,5
Pseel1,Pseudographis elatina,Pseel1,601,36124988,320,447407,33807,60108.13,88,118579,308,33055,43.77,0,8,12
Psefl1,Pseudozyma flocculosa,Psefl1,39,23305380,2219,1975278,614811,597573.85,10,919919,24,513610,64.30,0,4,5
Psehu1,Pseudozyma hubeiensis,Psehu1,74,18442938,121,1398671,153456,249228.89,13,445580,36,179134,56.49,4,22,18
Psehy1,Pseudovirgaria hyperparasitica,Psehy1,122,35440147,1003,3437217,12524,290493.01,9,1577359,23,392090,47.09,0,6,2
Psemus1,Pseudocercospora musae,Psemus1,3331,60439160,554,283715,7374,18144.45,361,43667,1626,7636,43.99,0,32,30
Pseneu1,Pseudoloma neurophilia,Pseneu1,1603,5248409,500,172544,1548,3274.12,182,6148,954,1214,29.55,0,5,3
Pseudest1,Pseudogymnoascus destructans,Pseudest1,83,35818201,6345,2552699,88216,431544.59,11,1168637,29,345493,49.24,0,6,5
Pseule1,Pseudocercospora ulei,Pseule1,418,79461497,1028,1793280,83072,190099.28,54,426171,183,113671,50.44,0,0,4
Pseve2,Pseudomassariella vexata,Pseve2,37,44711451,3387,4509802,670903,1208417.59,7,2561820,20,660805,50.56,0,0,6
Psever1,Pseudogymnoascus verrucosus,Psever1,151,30174856,804,1768408,123702,199833.48,22,446342,66,153648,50.36,0,7,2
PseVKM103_1,Pseudogymnoascus sp.,PseVKM103_1,1794,30255792,501,199047,6030,16864.99,205,45274,753,8356,50.38,0,7,17
Psicub1_1,Psilocybe cubensis,Psicub1_1,2939,41302601,250,1023385,558,14053.28,84,128308,364,21221,45.74,0,1,4
Psiser1,Psilocybe serbica,Psiser1,217,61285081,12169,5958512,25864,282419.73,9,2011752,37,298752,45.81,0,1,1
Ptegra1,Pterula gracilis,Ptegra1,221,34769099,1007,2658661,16592,157326.24,13,639293,57,130597,51.08,0,0,1
PuccoNC29_1,Puccinia coronata,PuccoNC29_1,1727,166280221,515,1189025,59230,96282.70,286,170593,1010,45993,44.74,0,3,16
PuccoSD80_1,Puccinia coronata,PuccoSD80_1,1636,150467806,1049,1390849,52602,91972.99,241,163229,942,41968,44.76,0,1,19
Pucgr2,Puccinia graminis,Pucgr2,392,88644628,2878,3081398,20131,226134.26,30,964966,110,180073,39.87,0,2,2
Puctr1,Puccinia triticina,Puctr1,11023,133104879,500,3059345,1204,12075.20,66,567776,1583,5607,36.62,0,20,16
Punst1,Punctularia strigosozonata,Punst1,195,34171901,2001,4675683,3005,175240.52,6,2122796,18,585901,53.38,1,6,4
Purli1,Purpureocillium lilacinum,Purli1,163,38534601,1058,5703399,17508,236408.60,5,3199228,21,203173,57.91,0,6,6
Pursp1,Purpureocillium sp.,Pursp1,433,36077769,1018,704772,37911,83320.48,55,210183,207,44846,58.74,0,7,8
Pycci1,Trametes cinnabarina,Pycci1,784,33670027,80,899948,12840,42946.46,54,167384,275,23351,54.85,0,1,1
Pycco1,Trametes coccinea,Pycco1,222,32757930,1008,1548825,11139,147558.24,20,474834,66,149383,55.93,0,0,0
Pycpun1,Trametes punicea,Pycpun1,105,30261980,3270,2997940,72563,288209.33,12,792098,37,188238,55.94,0,2,7
,Trametes sanguinea,Pycsa1,657,36037304,94,1246233,2835,54851.30,35,318717,136,44937,55.83,0,3,1
Pyrco1,Pyronema omphalodes,Pyrco1,1588,50026054,1003,603142,5232,31502.55,111,135140,459,15609,47.77,0,4,8
Pyrsp1,Pyrenochaeta sp.,Pyrsp1,69,38501010,1148,3419696,266919,557985.65,10,1273050,29,430389,50.89,0,0,0
Pyrtr1,Pyrenophora tritici-repentis,Pyrtr1,47,37840464,6041,6767051,177468,805116.26,6,1986450,16,693314,50.13,0,0,0
Pyrtt1,Pyrenophora teres,Pyrtt1,6412,33583335,200,300442,454,5237.58,274,35625,1131,4622,50.90,0,55,48
Radspe1,Radiomyces spectabilis,Radspe1,36,30409402,2406,3075038,623957,844705.61,7,1929393,15,713790,43.52,0,0,0
Ramac1,Ramaria rubella,Ramac1,1553,105462249,1000,1768043,11807,67908.72,137,229116,494,52302,42.28,0,1,1
Rambr1,Ramicandelaber brevisporus,Rambr1,1262,25531049,1006,196874,11641,20230.63,190,41156,629,11715,42.26,0,1,0
Rhanym2_1,Rhamphospora nymphaeae,Rhanym2_1,834,46121050,1160,1818083,20249,55301.02,36,348028,454,18924,64.78,0,2,6
Rhice1_1,Glomus cerebriforme,Rhice1_1,2592,136890557,902,709024,16875,52812.71,266,147873,991,34418,21.86,1,27,16
Rhich1,Rhizopus microsporus,Rhich1,3281,45739792,1000,285450,6768,13940.81,463,30430,1588,7286,36.90,0,8,6
Rhicl1,Rhizophagus clarus,Rhicl1,4424,116418735,1005,391138,12173,26315.27,576,59940,2121,13179,27.18,0,11,26
,Oehlia diaphana,Rhidi1,2764,125876003,887,686315,12512,45541.25,269,137499,993,29962,23.78,0,12,20
Rhier1,Hyaloscypha hepaticicola,Rhier1,267,57408471,1008,1934267,26642,215013.00,26,700593,77,228169,41.06,0,9,6
Rhihy1,Rhizoclosmatium globosum,Rhihy1,437,57018351,335,1023498,62149,130476.78,51,292246,244,52969,44.90,0,2,27
Rhiir2_1,Rhizophagus irregularis,Rhiir2_1,1123,136807476,960,1375864,47137,121823.22,129,336373,438,83649,26.13,0,19,10
Rhili1,Rhizodiscina lignyota,Rhili1,33,33426352,1043,4063048,581224,1012919.76,6,2163113,17,581224,51.02,0,2,0
Rhima1,Rhinocladiella mackenziei,Rhima1,17,32474431,1319,5132325,1312838,1910260.65,4,3817196,9,1312838,50.35,0,0,0
Rhimi1_1,Rhizopus microsporus,Rhimi1_1,131,25972395,1016,2782175,3501,198262.56,8,1118338,26,266550,36.58,0,0,0
Rhimi_ATCC11559_1,Rhizopus microsporus,Rhimi_ATCC11559_1,595,24077254,1001,346946,22461,40465.97,87,84607,289,23651,37.19,1,2,4
Rhior3,Rhizopus delemar,Rhior3,81,46087117,4433,5735491,13981,568976.75,6,3104119,17,783160,34.97,0,0,0
Rhisol1,Rhizoctonia solani,Rhisol1,326,51705945,2001,19047957,4780,158607.19,2,7444395,13,658846,43.77,0,1,3
Rhisto1,Rhizopus stolonifer,Rhisto1,326,40441112,1127,2876878,14576,124052.49,14,901651,60,53446,35.73,0,0,0
Rhitru1,Rhizopogon truncatus,Rhitru1,128,38907862,2262,4183126,88063,303967.67,11,999716,48,173181,47.24,0,1,7
Rhiund1,Rhizina undulata,Rhiund1,8768,85632120,1000,171911,5343,9766.44,1334,18958,4955,4258,41.75,1,76,65
Rhives1,Rhizopogon vesiculosus,Rhives1,6700,43809644,300,446864,1292,6538.75,388,28895,2216,3185,46.30,0,14,16
Rhivi1,Rhizopogon vinicolor,Rhivi1,2310,36102320,1000,560457,5577,15628.71,218,43737,1016,7027,47.09,0,3,1
Rhivul1,Rhizopogon vulgaris,Rhivul1,1127,39902050,1023,1167198,11402,35405.55,71,139376,525,12401,48.07,0,1,5
Rhoba1_1,Rhodotorula graminis,Rhoba1_1,26,21013998,1041,2366775,672003,808230.69,7,1420730,16,525756,67.00,0,6,0
Rhobut1_1,Rhodocollybia butyracea,Rhobut1_1,1482,96282412,418,1544803,28539,64967.89,150,155419,852,23881,45.61,0,3,6
Rhodsp1,Pseudomicrostroma glucosiphilum,Rhodsp1,30,17184282,1137,2136441,468926,572809.40,6,970444,17,444417,56.29,0,0,0
Rhoglu91_1,Rhodotorula glutinis,Rhoglu91_1,29,20478880,3192,2200242,759082,706168.28,7,1200628,17,571179,61.82,0,0,2
Rhomi1,Cystobasidium minutum,Rhomi1,38,20824934,1087,4042679,5625,548024.58,3,3450099,8,817545,50.11,0,0,0
Rhosp1,Rhodotorula sp.,Rhosp1,156,19393393,1068,1017535,63280,124316.62,18,301937,69,83857,60.61,0,16,14
Rhota1,Rhodotorula taiwanensis,Rhota1,180,19568495,1021,946164,21671,108713.86,17,388693,59,81419,61.64,0,13,13
Rhoto_IFO0880_4,Rhodotorula toruloides,Rhoto_IFO0880_4,30,20683845,13957,2216085,641547,689461.50,6,1390799,15,641547,61.83,3,10,6
Rhyag1,Rhynchosporium agropyri,Rhyag1,508,52477121,1028,1165341,27620,103301.42,54,303442,183,72125,42.90,0,3,12
Rhyco1,Rhynchosporium commune,Rhyco1,163,55569529,1243,3320302,147242,340917.36,22,800985,68,290334,42.33,0,10,9
Rhyru1_1,Rhytidhysteron rufulum,Rhyru1_1,3308,40184762,300,192949,3703,12147.75,353,33396,1273,7393,47.57,0,14,13
Rhyse1,Rhynchosporium secalis,Rhyse1,2129,49342573,2000,728490,4619,23176.41,117,113654,758,7325,43.93,0,19,20
Ricfib1,Rickenella fibula,Ricfib1,529,59345457,404,2313235,33172,112184.23,35,404684,223,41532,48.69,0,1,10
Ricme1,Peniophora sp.,Ricme1,1092,46030792,1000,847827,9634,42152.74,105,128407,381,28085,53.53,0,4,8
Ricmel1,Rickenella mellea,Ricmel1,848,45069463,1000,2920446,4775,53147.95,27,361966,160,40989,47.62,0,3,1
Rigmic1,Rigidoporus microporus,Rigmic1,283,42090139,1455,2489541,37540,148728.41,12,1078550,125,41720,46.42,0,1,15
Rosne1,Rosellinia necatrix,Rosne1,239,44257831,2056,1779776,52840,185179.21,25,549874,85,127609,49.22,0,0,1
Rozal1_1,Rozella allomycis,Rozal1_1,1059,11859274,500,719121,1698,11198.56,52,58027,302,5491,34.48,0,1,2
Rozal_SC1,Rozella allomycis,Rozal_SC1,4206,13461086,501,55758,1357,3200.45,524,7173,2322,1135,34.82,0,4,8
Rusbre1,Russula brevipes,Rusbre1,1320,48529157,1009,1267462,13050,36764.51,78,153050,607,14213,53.16,0,3,0
Ruscom1,Russula compacta,Ruscom1,984,45678814,1004,1008415,14828,46421.56,91,135989,419,18941,50.27,0,0,0
Rusdis1,Russula dissimulans,Rusdis1,489,44689478,1000,1430124,19188,91389.53,38,288528,166,44800,51.43,0,1,1
Rusear1,Russula earlei,Rusear1,2010,70012961,1009,605790,16641,34832.32,238,76523,1089,15067,49.30,0,6,5
Ruseme1,Russula emetica,Ruseme1,444,55121418,1214,1799002,41009,124147.34,29,533037,217,41723,50.59,0,0,3
Rusoch1,Russula ochroleuca,Rusoch1,244,44738512,1047,3223874,22284,183354.56,11,1153059,55,126078,51.54,0,1,1
Rusrug1,Russula rugulosa,Rusrug1,1389,43452339,1005,1112149,11351,31283.18,103,106850,626,12870,50.25,0,2,2
Rusvin1,Russula vinacea,Rusvin1,824,43280073,1014,1220473,15890,52524.36,60,178990,372,17761,51.19,0,2,1
Rutfi1,Rutstroemia firma,Rutfi1,48,44266318,1026,4880295,11352,922214.96,7,2938712,15,1045899,41.94,1,9,10
Sacarb1,Saccharomyces arboricola,Sacarb1,16,11486716,194368,1246548,771513,717919.75,6,879294,13,407361,38.08,0,0,0
,[Ashbya] aceris (nom. inval.),SacAshbya_1,7,8867527,809179,1597628,1334226,1266789.57,3,1493473,6,1019532,51.29,0,0,0
Sacboulardii_1,Saccharomyces boulardii (nom. inval.),Sacboulardii_1,27,12001065,6270,1522271,298833,444483.89,6,909172,13,308660,38.35,0,0,1
Sacca1,Saccharomycopsis capsularis,Sacca1,1346,17823225,200,768331,281,13241.62,20,289111,68,60235,44.23,0,3,1
Sacce1,Saccharomyces cerevisiae,Sacce1,16,12070898,230208,1531919,784334,754431.12,6,924429,13,439885,38.30,0,0,0
SacceM3838_1,Saccharomyces cerevisiae,SacceM3838_1,34,11571570,1089,1471086,261152,340340.29,7,683967,18,252689,38.08,0,0,0
Saceu1,Saccharomyces eubayanus,Saceu1,23,11670174,1890,1274804,588913,507398.87,6,896107,13,401362,39.55,0,0,0
Sacpr1,Saccharata proteae,Sacpr1,245,31432921,1038,3350875,9243,128297.64,9,934362,39,123032,52.79,2,17,15
Saico1,Saitoella complicata,Saico1,35,14136186,13924,1476293,367729,403891.03,11,436079,27,269814,52.51,22,28,28
Sakvas1,Saksenaea vasiformis,Sakvas1,2417,42502389,225,560921,2047,17584.77,143,79983,628,11949,42.65,0,9,14
Sarco1,Sarcoscypha coccinea,Sarco1,461,39089751,1016,748851,53711,84793.39,73,168659,240,49056,50.10,0,12,8
Satdi1,Saturnispora dispora,Satdi1,645,10120266,122,433307,388,15690.33,17,217078,53,46141,36.66,0,0,1
Sceap1,Scedosporium apiospermum,Sceap1,176,43437139,507,3171699,6149,246801.93,11,1380919,33,399957,50.09,0,2,4
Schco3,Schizophyllum commune,Schco3,25,38670379,2805,4463208,1212600,1546815.16,6,2560162,14,1149858,57.44,3,15,3
Schcy1,Schizosaccharomyces cryophilus,Schcy1,34,11556809,504,2876736,4257,339906.15,3,1386795,8,637338,37.57,0,0,0
Schja1,Schizosaccharomyces japonicus,Schja1,32,11733154,2319,4291692,6831,366661.06,2,3866997,3,3035653,41.56,0,0,0
Schoc1,Schizosaccharomyces octosporus,Schoc1,5,11634473,2617,4622725,3105948,2326894.60,2,3863862,3,3105948,36.35,0,0,0
Schpa1,Schizopora paradoxa,Schpa1,1291,44406206,1005,1181666,7414,34396.75,103,121466,426,19719,49.31,0,6,4
Schpo1,Schizosaccharomyces pombe,Schpo1,5,12611948,20000,5579133,2452883,2522389.60,2,4539804,3,2452883,36.05,0,0,0
Sclci1,Scleroderma citrinum,Sclci1,938,56144862,1002,1200568,5205,59855.93,63,242638,229,63552,45.67,0,1,1
Sclhys1_1,Sclerogaster hysterangioides,Sclhys1_1,901,124262113,231,3482915,41115,137915.77,55,517008,407,47637,42.56,0,2,1
Sclsan1,Sclerophora sanguinea,Sclsan1,69,18019643,1081,2547771,4755,261154.25,5,1756012,13,372786,50.80,0,2,2
Sclsc1,Sclerotinia sclerotiorum,Sclsc1,37,38330212,15843,2777073,968542,1035951.68,9,1547569,24,655836,41.48,0,2,0
Scysp1_1,Scytinostroma sp.,Scysp1_1,597,60644971,339,2603037,41084,101582.87,50,327665,330,36434,53.56,0,1,6
Sebve1,Serendipita vermifera,Sebve1,546,38094242,1033,1897233,8738,69769.67,29,319304,132,53318,45.56,0,5,3
Sepmu1,Sphaerulina musiva,Sepmu1,72,29352103,2011,5112742,3857,407668.10,5,2040975,11,1517083,50.38,8,12,9
Seppo1,Sphaerulina populicola,Seppo1,502,33188813,2009,1065947,14838,66113.17,41,255935,176,30993,48.68,0,4,2
Sepsp1,Septobasidium sp.,Sepsp1,236,27514649,1006,1748240,6618,116587.50,17,543594,53,140090,56.59,0,9,12
SerlaS7_9_2,Serpula lacrymans,SerlaS7_9_2,36,42734799,3780,5712300,735803,1187077.75,6,2947112,16,964571,44.91,1,5,1
Serla_varsha1,Serpula himantioides,Serla_varsha1,4893,45978785,899,444063,4822,9396.85,554,19638,2536,4603,43.79,0,2,6
Setho1,Setomelanomma holmii,Setho1,557,39179649,1013,1127267,13593,70340.48,47,234871,179,45928,51.86,0,0,1
Settu3,Exserohilum turcicum,Settu3,407,43014577,2001,4026890,2594,105686.92,8,2140908,21,650209,45.74,0,6,3
Sirint1,Sirobasidium intermedium,Sirint1,102,21959807,1000,1754319,1933,215292.23,10,832995,24,393757,56.14,0,3,1
Sisni1,Sistotremastrum niveocremeum,Sisni1,230,35361098,1005,1464488,10321,153743.90,17,695997,56,171102,48.54,0,9,7
Sissu1,Sistotremastrum suecicum,Sissu1,1028,33857913,1002,793452,7918,32935.71,79,110048,359,16577,49.24,0,7,7
Slopil1,Slooffia pilatii,Slopil1,21,34802152,13278,4879509,1732262,1657245.33,5,2764426,11,1732262,48.81,0,1,9
SmicuMNP_2,Smittium culicis,SmicuMNP_2,6137,77124806,1004,206626,8419,12567.18,1182,20171,3863,5957,28.42,0,7,5
Smimuc2,Smittium mucronatum,Smimuc2,7797,102350667,1000,204087,8044,13126.93,1304,22997,4536,6232,25.73,0,17,6
Sodal1,Sodiomyces alkalinus,Sodal1,29,43450096,1055,7534047,878076,1498279.17,4,3516526,13,955651,48.54,0,4,4
Sorma1,Sordaria macrospora,Sorma1,1582,38303110,100,3256781,353,24211.83,14,745779,61,116228,51.96,0,0,1
Spafl1,Spathularia flavida,Spafl1,2195,35536079,300,321577,1966,16189.56,180,58225,635,13317,43.33,0,18,9
Spalat1,Sparassis latifolia,Spalat1,184,35658227,1099,916732,127073,193794.71,33,347541,99,110475,51.61,0,2,5
Spapa3,Spathaspora passalidarum,Spapa3,8,13182099,851777,2640565,1809232,1647762.38,3,2071440,7,858911,37.08,0,0,0
Sphbr2,Sphaerosporella brunnea,Sphbr2,872,51598955,1016,426145,32390,59173.11,130,119241,435,32418,52.64,1,4,4
Sphst1,Sphaerobolus stellatus,Sphst1,1460,176372157,1015,3052012,11499,120802.85,85,584971,357,101837,30.79,0,6,1
Spifus1,Spinellus fusiger,Spifus1,217,38198483,1180,1417576,99519,176029.88,32,353563,108,101343,37.97,0,0,0
Spipu1,Spizellomyces punctatus,Spipu1,38,24131112,4077,2242449,511319,635029.26,7,1465700,19,511319,47.16,0,5,0
Spobr1,Sporothrix brasiliensis,Spobr1,12,33170021,7914,6764174,3332468,2764168.42,4,3801380,8,1849221,54.75,4,6,8
Spofi1,Sporormia fimetaria,Spofi1,140,25892244,1040,1656535,32383,184944.60,15,522463,46,165957,53.37,0,0,0
Spogra1_1,Symmetrospora gracilis,Spogra1_1,18,19998122,3032,3750851,306215,1111006.78,4,2745111,7,1649039,49.91,0,0,0
Spoin1,Niveomyces insectorum,Spoin1,78,34722120,1012,3551027,20364,445155.38,7,1740861,23,465877,53.65,0,2,4
Spola1,Sporopachydermia lactativora,Spola1,366,15566190,1002,380087,25536,42530.57,57,84660,185,25407,44.67,0,0,0
Spoli1,Phyllozyma linderae,Spoli1,35,18244034,1019,2968925,10607,521258.11,4,2010320,10,657929,67.50,0,0,0
Spopa1,Sporobolomyces pararoseus,Spopa1,319,21101591,1002,521606,19172,66149.19,34,192357,119,42338,47.41,0,10,5
Spore1,Sporisorium reilianum,Spore1,44,18386378,721,2448206,385084,417872.23,7,772363,19,518890,58.78,0,0,0
Sporo1,Sporobolomyces roseus,Sporo1,76,21172659,1002,4069798,1461,278587.62,4,2221203,10,768106,52.91,3,9,7
Sposc1,Sporothrix schenckii,Sposc1,15,32348531,4069,6370247,2233677,2156568.73,3,4335207,8,2233677,54.99,3,6,5
Spoth2,Thermothelomyces thermophilus,Spoth2,7,38744216,4116359,10931058,4710208,5534888.00,3,5062665,7,4116359,51.46,7,7,7
Spoumb1,Sporodiniella umbellata,Spoumb1,297,26235891,1165,794364,41851,88336.33,43,183322,131,66490,37.22,0,0,1
Sprlo1,Spraguea lophii,Sprlo1,1392,4980876,501,46788,2181,3578.22,232,5952,863,1597,23.36,0,4,4
Stach1,Stachybotrys chartarum,Stach1,2351,36012651,200,433445,699,15318.01,91,126356,361,18344,53.26,0,15,9
Stachl1,Stachybotrys chlorohalonatus,Stachl1,2802,34390047,200,483811,738,12273.39,83,114117,410,11781,52.93,0,1,3
Stagr1,Stanjemonium grisellum,Stagr1,151,32998052,1074,2469782,30301,218530.15,10,1261628,38,127330,51.75,0,0,0
Stano2,Parastagonospora nodorum,Stano2,108,37213987,2005,2531949,37858,344573.95,13,1045363,37,320110,50.21,0,2,2
Stasp1,Stagonospora sp.,Stasp1,44,36082944,1266,3247906,498672,820066.91,8,1539438,20,906239,51.60,0,0,0
Stehi1,Stereum hirsutum,Stehi1,159,46511623,2010,3827153,3313,292525.93,9,1799000,21,742960,50.35,0,3,2
Stely1,Stemphylium lycopersici,Stely1,414,35173254,1004,1567143,6201,84959.55,21,498048,79,74453,50.51,0,17,12
Stobe1,Stomiopeltis betulae,Stobe1,49,37547027,1300,3280942,336511,766265.86,8,2058321,21,454142,48.74,3,12,8
Sugame1,Sugiyamaella americana,Sugame1,52,16480292,1090,2635771,37072,316928.69,5,1272967,15,421873,33.83,0,0,1
Suiame1,Suillus americanus,Suiame1,1307,50809076,1000,1656137,2132,38874.58,47,302257,220,33997,44.21,0,2,5
Suiamp1,Suillus ampliporus,Suiamp1,1601,58334580,1004,1032118,11044,36436.34,114,124994,711,12393,48.06,0,3,4
Suibov1,Suillus bovinus,Suibov1,622,47496138,1013,1818784,18933,76360.35,42,320421,226,25379,46.87,0,0,1
Suibr2,Suillus brevipes,Suibr2,1550,52027859,1006,1030977,4691,33566.36,84,158458,414,19600,47.44,0,1,2
Suicli1,Suillus clintonianus,Suicli1,288,46838326,1189,1589671,105644,162633.08,41,305201,156,93836,48.52,0,0,0
Suicot1,Suillus cothurnatus,Suicot1,685,94611779,2167,2399806,62207,138119.39,79,320574,371,55765,46.69,0,1,1
Suidec1,Suillus decipiens,Suidec1,1391,62784544,1000,1836966,2794,45136.26,48,342637,193,54445,43.89,0,5,2
Suidis1,Suillus discolor,Suidis1,809,60609832,1804,1873951,17010,74919.45,43,364311,332,20026,47.04,0,1,2
Suifus1,Suillus fuscotomentosus,Suifus1,737,79655913,1606,2805729,32351,108081.29,48,438233,345,35830,47.12,0,9,3
Suigr1,Suillus weaverae,Suigr1,628,42341223,1002,2102166,4603,67422.33,24,505622,109,67225,45.97,0,1,0
Suihi1,Suillus hirtellus,Suihi1,644,49942187,1002,1809331,4746,77549.98,36,410396,125,87779,45.27,0,1,2
Suilak1,Suillus lakei,Suilak1,1154,79746074,1121,2947990,24708,69104.05,89,193458,574,24867,47.91,0,0,1
Suilu4,Suillus luteus,Suilu4,67,44486502,2434,3588650,416600,663977.64,10,1393176,33,425882,48.02,0,1,10
Suiocc1,Suillus occidentalis,Suiocc1,1584,57963537,1043,546978,13356,36593.14,152,94012,822,12848,47.49,0,2,0
Suipal1,Suillus paluster,Suipal1,996,61993750,1022,1980148,14567,62242.72,48,308198,402,17745,47.85,0,4,2
Suipic1,Suillus spraguei,Suipic1,1400,87086403,1541,765937,30172,62204.57,186,127413,818,25418,46.49,0,3,2
Suipla1,Suillus placidus,Suipla1,753,55323552,1070,2068094,18159,73470.85,36,424821,271,24429,48.11,0,0,3
Suiplo1,Suillus plorans,Suiplo1,176,51861001,3950,2487582,213323,294664.78,31,475900,103,167548,47.48,1,4,6
Suisu1,Suillus subalutaceus,Suisu1,998,64971567,1013,1439853,20303,65101.77,90,204384,471,21826,47.60,0,1,3
Suisub1,Suillus subaureus,Suisub1,668,57660940,1021,2650420,19268,86318.77,24,678602,263,23883,46.81,0,1,6
Suisubl1,Suillus subluteus,Suisubl1,684,114207342,4590,2474039,71525,166969.80,67,431953,380,59569,47.25,0,2,0
Suitom1,Suillus tomentosus,Suitom1,203,53063458,1508,1837705,159109,261396.34,33,520664,113,141525,47.36,0,0,4
Suivar1,Suillus variegatus,Suivar1,1270,64862609,1005,963859,16454,51072.92,99,171491,625,16866,47.24,0,0,3
